date,gan_ensemble_sdf
1976-07-01,0.01403008
1976-08-01,0.0033699467
1976-09-01,0.00778188
1976-10-01,0.00764389
1976-11-01,0.015374808
1976-12-01,0.02094113
1977-01-01,0.027660862
1977-02-01,0.015450241
1977-03-01,0.007536638
1977-04-01,0.015538326
1977-05-01,0.01302819
1977-06-01,0.018133793
1977-07-01,0.00876716
1977-08-01,0.0019460302
1977-09-01,0.01012232
1977-10-01,0.012826882
1977-11-01,0.023883414
1977-12-01,0.011954455
1978-01-01,0.019513767
1978-02-01,0.015497638
1978-03-01,0.017055448
1978-04-01,0.021639643
1978-05-01,0.01917045
1978-06-01,0.011318468
1978-07-01,0.020245114
1978-08-01,0.014894739
1978-09-01,0.007404257
1978-10-01,0.029536955
1978-11-01,0.028369188
1978-12-01,0.012573717
1979-01-01,0.018697677
1979-02-01,0.0050106444
1979-03-01,0.021261683
1979-04-01,0.015455898
1979-05-01,0.0033966629
1979-06-01,0.012281107
1979-07-01,0.01275311
1979-08-01,0.021424871
1979-09-01,0.008882511
1979-10-01,0.027288351
1979-11-01,0.01387145
1979-12-01,0.005571659
1980-01-01,0.014363784
1980-02-01,0.0047584637
1980-03-01,0.027129203
1980-04-01,0.019873153
1980-05-01,0.025712293
1980-06-01,0.022839617
1980-07-01,0.024925204
1980-08-01,0.025481828
1980-09-01,0.020622265
1980-10-01,0.020382587
1980-11-01,0.026298158
1980-12-01,0.013351301
1981-01-01,0.01182325
1981-02-01,0.008369553
1981-03-01,0.017351715
1981-04-01,0.012273823
1981-05-01,-0.00083468994
1981-06-01,0.017702084
1981-07-01,0.014738732
1981-08-01,0.026166888
1981-09-01,0.028801868
1981-10-01,0.022795063
1981-11-01,0.017389439
1981-12-01,0.012815262
1982-01-01,0.014115623
1982-02-01,0.014542256
1982-03-01,0.011868998
1982-04-01,0.017597627
1982-05-01,0.015207776
1982-06-01,0.021074742
1982-07-01,0.011190992
1982-08-01,0.02524443
1982-09-01,0.030470626
1982-10-01,0.02514227
1982-11-01,0.021440618
1982-12-01,0.017584598
1983-01-01,0.016428713
1983-02-01,0.013466548
1983-03-01,0.015154798
1983-04-01,0.014572572
1983-05-01,0.014074264
1983-06-01,0.014731235
1983-07-01,0.0134315295
1983-08-01,0.011636411
1983-09-01,0.019037869
1983-10-01,0.016509729
1983-11-01,0.014511476
1983-12-01,0.01546726
1984-01-01,0.014470329
1984-02-01,0.013332273
1984-03-01,0.014355666
1984-04-01,0.014945795
1984-05-01,0.015518255
1984-06-01,0.015047463
1984-07-01,0.014268067
1984-08-01,0.014422516
1984-09-01,0.015624057
1984-10-01,0.015820824
1984-11-01,0.016507383
1984-12-01,0.014960226
1985-01-01,0.014406173
1985-02-01,0.012818958
1985-03-01,0.015623469
1985-04-01,0.015069953
1985-05-01,0.01658582
1985-06-01,0.012121864
1985-07-01,0.014199131
1985-08-01,0.015524864
1985-09-01,0.015778502
1985-10-01,0.017562563
1985-11-01,0.01515982
1985-12-01,0.015089419
1986-01-01,0.015381781
1986-02-01,0.014099236
1986-03-01,0.015578389
1986-04-01,0.015016605
1986-05-01,0.015054951
1986-06-01,0.015260471
1986-07-01,0.017174603
1986-08-01,0.015412862
1986-09-01,0.01495711
1986-10-01,0.015398828
1986-11-01,0.013957411
1986-12-01,0.014530748
1987-01-01,0.007226977
1987-02-01,0.007723434
1987-03-01,0.009012079
1987-04-01,0.0028799945
1987-05-01,-0.0011594635
1987-06-01,0.011209543
1987-07-01,-0.0006140118
1987-08-01,0.017073113
1987-09-01,0.014534094
1987-10-01,0.020795032
1987-11-01,0.027459096
1987-12-01,0.028779497
1988-01-01,0.021429956
1988-02-01,0.009189212
1988-03-01,0.01263639
1988-04-01,0.0051250034
1988-05-01,0.003799015
1988-06-01,-0.0006256069
1988-07-01,0.007187156
1988-08-01,0.004129076
1988-09-01,0.0065126093
1988-10-01,0.009593927
1988-11-01,0.012201333
1988-12-01,0.009700517
1989-01-01,0.008584684
1989-02-01,0.013626889
1989-03-01,0.008738272
1989-04-01,0.008959111
1989-05-01,-0.0030028184
1989-06-01,0.011970032
1989-07-01,0.014446578
1989-08-01,0.0053880643
1989-09-01,0.0048507173
1989-10-01,0.007296131
1989-11-01,0.003111818
1989-12-01,0.008313725
1990-01-01,0.018990707
1990-02-01,0.0063537234
1990-03-01,0.013013916
1990-04-01,0.006592764
1990-05-01,0.010129333
1990-06-01,0.0037502546
1990-07-01,0.017323557
1990-08-01,-0.0030819671
1990-09-01,0.0023655808
1990-10-01,0.0104116425
1990-11-01,0.012527008
1990-12-01,0.014224715
1991-01-01,-0.002650235
1991-02-01,0.0077001518
1991-03-01,0.007133121
1991-04-01,0.01258094
1991-05-01,0.014010398
1991-06-01,-0.001959567
1991-07-01,0.016565586
1991-08-01,-0.0009020304
1991-09-01,0.0039322455
1991-10-01,0.009949646
1991-11-01,-0.005755711
1991-12-01,0.031569555
1992-01-01,0.03336419
1992-02-01,-0.0044704815
1992-03-01,0.008623028
1992-04-01,0.0075991997
1992-05-01,0.0074210335
1992-06-01,0.002367283
1992-07-01,0.01383196
1992-08-01,0.011488677
1992-09-01,0.010512748
1992-10-01,0.0039280225
1992-11-01,0.008335031
1992-12-01,0.018464902
1993-01-01,0.025906913
1993-02-01,0.013161164
1993-03-01,0.020621529
1993-04-01,0.009932528
1993-05-01,-0.00037149
1993-06-01,0.0111152455
1993-07-01,0.009532352
1993-08-01,0.012293857
1993-09-01,0.010614244
1993-10-01,0.001615196
1993-11-01,-0.0039816583
1993-12-01,0.019761346
1994-01-01,0.012492156
1994-02-01,-0.0013842139
1994-03-01,0.004817824
1994-04-01,0.014879733
1994-05-01,0.0030845017
1994-06-01,0.010257832
1994-07-01,0.0064809746
1994-08-01,0.011309155
1994-09-01,0.005817163
1994-10-01,0.008393709
1994-11-01,0.0059725954
1994-12-01,0.020644315
1995-01-01,0.011074406
1995-02-01,0.013280902
1995-03-01,0.009951739
1995-04-01,0.010089608
1995-05-01,0.0040742867
1995-06-01,0.004669363
1995-07-01,0.0052664196
1995-08-01,0.008329201
1995-09-01,0.011538434
1995-10-01,0.011959093
1995-11-01,0.010568944
1995-12-01,0.010593484
1996-01-01,0.009815023
1996-02-01,0.0071092164
1996-03-01,0.0043992703
1996-04-01,0.00040047264
1996-05-01,0.002698874
1996-06-01,0.00917638
1996-07-01,0.013035231
1996-08-01,0.014740823
1996-09-01,0.0054751895
1996-10-01,0.016290285
1996-11-01,0.00096980814
1996-12-01,0.01649268
1997-01-01,0.018165238
1997-02-01,0.0140972305
1997-03-01,0.013863527
1997-04-01,0.009418031
1997-05-01,0.009713192
1997-06-01,0.016397592
1997-07-01,0.014439302
1997-08-01,0.0028051152
1997-09-01,0.0074941814
1997-10-01,0.007224615
1997-11-01,0.013954388
1997-12-01,0.008659836
1998-01-01,0.012905506
1998-02-01,0.013921862
1998-03-01,0.0118081225
1998-04-01,0.0035677808
1998-05-01,0.017290033
1998-06-01,0.008330476
1998-07-01,0.008657511
1998-08-01,0.013715513
1998-09-01,0.016291874
1998-10-01,0.009646094
1998-11-01,0.019812975
1998-12-01,0.008446051
1999-01-01,0.0077762357
1999-02-01,0.014663786
1999-03-01,-0.009425166
1999-04-01,-0.0123414425
1999-05-01,0.0080304295
1999-06-01,0.017398704
1999-07-01,0.013437129
1999-08-01,0.004789593
1999-09-01,0.0035147022
1999-10-01,0.018602174
1999-11-01,0.005449867
1999-12-01,-0.009547316
2000-01-01,0.019823192
2000-02-01,-0.046737917
2000-03-01,0.035969697
2000-04-01,0.008590301
2000-05-01,-0.0010042893
2000-06-01,0.03175881
2000-07-01,0.021066975
2000-08-01,0.012942035
2000-09-01,0.015533484
2000-10-01,0.007460841
2000-11-01,0.013761095
2000-12-01,0.007325588
2001-01-01,0.009310332
2001-02-01,0.056081124
2001-03-01,0.014223536
2001-04-01,0.009994362
2001-05-01,0.016344482
2001-06-01,0.0029217391
2001-07-01,0.021770189
2001-08-01,0.012858998
2001-09-01,0.016963726
2001-10-01,0.0032618092
2001-11-01,-0.012538067
2001-12-01,0.0019795836
2002-01-01,0.021833478
2002-02-01,0.027285067
2002-03-01,0.011552619
2002-04-01,0.025558066
2002-05-01,0.016043348
2002-06-01,0.021943208
2002-07-01,0.032276697
2002-08-01,0.015727844
2002-09-01,0.020254856
2002-10-01,0.0047060344
2002-11-01,-0.036332063
2002-12-01,0.050301977
2003-01-01,0.0032616614
2003-02-01,-0.0017464111
2003-03-01,4.5458626e-05
2003-04-01,-0.011683747
2003-05-01,-0.031324696
2003-06-01,-0.001941766
2003-07-01,-0.0062157903
2003-08-01,0.003737986
2003-09-01,0.015284364
2003-10-01,0.0043749274
2003-11-01,0.002238991
2003-12-01,0.0066355234
2004-01-01,0.010610802
2004-02-01,0.0055887806
2004-03-01,0.002742577
2004-04-01,0.0005801655
2004-05-01,0.007181326
2004-06-01,0.0122542465
2004-07-01,0.0071915356
2004-08-01,0.002570229
2004-09-01,0.019996118
2004-10-01,0.0020391261
2004-11-01,0.018631464
2004-12-01,0.0012679921
2005-01-01,0.01926189
2005-02-01,0.01252343
2005-03-01,0.0033842209
2005-04-01,-0.0046388283
2005-05-01,0.010088936
2005-06-01,0.00989701
2005-07-01,-0.0061714663
2005-08-01,0.007272336
2005-09-01,-4.2209194e-05
2005-10-01,0.004994434
2005-11-01,0.0030476819
2005-12-01,0.0020725685
2006-01-01,0.006864925
2006-02-01,0.0070752525
2006-03-01,0.0041360585
2006-04-01,0.0040749502
2006-05-01,0.0007547856
2006-06-01,0.00554215
2006-07-01,0.009279483
2006-08-01,0.005845091
2006-09-01,0.006006325
2006-10-01,0.004904618
2006-11-01,-0.0024393233
2006-12-01,0.011668809
2007-01-01,0.000494331
2007-02-01,0.0025394284
2007-03-01,0.009555573
2007-04-01,0.0033193326
2007-05-01,0.003224931
2007-06-01,0.0018034296
2007-07-01,-0.0054326463
2007-08-01,0.0021380088
2007-09-01,0.0019567404
2007-10-01,0.0030154116
2007-11-01,-0.0067542815
2007-12-01,0.008522042
2008-01-01,0.006894676
2008-02-01,0.02167659
2008-03-01,0.007620559
2008-04-01,0.013914545
2008-05-01,0.0015940815
2008-06-01,-0.00735618
2008-07-01,0.019393792
2008-08-01,0.0008047127
2008-09-01,0.0043974593
2008-10-01,0.029906567
2008-11-01,0.012133792
2008-12-01,0.028450796
2009-01-01,0.003933168
2009-02-01,0.0016894235
2009-03-01,0.0044611925
2009-04-01,-0.05184476
2009-05-01,-0.0007114179
2009-06-01,0.01403733
2009-07-01,-0.011306511
2009-08-01,-0.014981119
2009-09-01,-0.0008166565
2009-10-01,0.0017379825
2009-11-01,0.00069733773
2009-12-01,0.011757943
2010-01-01,-0.0011064034
2010-02-01,0.009473193
2010-03-01,0.0008239432
2010-04-01,-0.0057569696
2010-05-01,-0.0056383065
2010-06-01,1.7849936e-05
2010-07-01,0.015845086
2010-08-01,0.0010682833
2010-09-01,0.0076052514
2010-10-01,0.0064962595
2010-11-01,0.0016739827
2010-12-01,-0.0022008359
2011-01-01,-0.0022993465
2011-02-01,-0.0054538557
2011-03-01,0.009646505
2011-04-01,0.008574675
2011-05-01,0.004727731
2011-06-01,0.0011763237
2011-07-01,-0.0024843407
2011-08-01,0.00047164204
2011-09-01,-0.0006199767
2011-10-01,0.067199945
2011-11-01,0.011277709
2011-12-01,0.008118374
2012-01-01,0.012967255
2012-02-01,0.0033119712
2012-03-01,0.009424255
2012-04-01,0.003460901
2012-05-01,-0.0018482101
2012-06-01,0.012964845
2012-07-01,0.010566802
2012-08-01,-0.0027827208
2012-09-01,0.0005992366
2012-10-01,0.010010883
2012-11-01,0.0055916673
2012-12-01,-0.0014265864
2013-01-01,0.0029458618
2013-02-01,0.007445755
2013-03-01,0.003318945
2013-04-01,0.0015664499
2013-05-01,-0.0040452364
2013-06-01,0.0016121469
2013-07-01,-0.00040076155
2013-08-01,-0.0018679383
2013-09-01,0.003982751
2013-10-01,0.012823975
2013-11-01,0.0069495556
2013-12-01,0.0024635072
2014-01-01,-0.0037636086
2014-02-01,-0.00046905724
2014-03-01,0.0039554196
2014-04-01,-0.007383855
2014-05-01,0.0034424625
2014-06-01,0.0028246606
2014-07-01,0.006409129
2014-08-01,-0.000788105
2014-09-01,0.009699733
2014-10-01,0.009521178
2014-11-01,0.00079415913
2014-12-01,-0.009290889
2015-01-01,0.011944498
2015-02-01,0.008898471
2015-03-01,0.013463591
2015-04-01,-0.0062497836
2015-05-01,0.023578389
2015-06-01,0.0039639873
2015-07-01,0.008409063
2015-08-01,0.0025202995
2015-09-01,0.016216017
2015-10-01,0.0116977515
2015-11-01,0.007062762
2015-12-01,0.01425482
2016-01-01,0.0053603626
2016-02-01,-0.00017239676
2016-03-01,0.00604343
2016-04-01,-0.031101767
2016-05-01,0.022908695
2016-06-01,0.0049865614
2016-07-01,-0.0004263284
2016-08-01,-0.004415495
2016-09-01,-0.0019089619
2016-10-01,0.012286425
2016-11-01,0.0029216276
2016-12-01,0.0021706847
